doi,title,authors
10.7566/jpsj.84.072001,Low-Temperature and High-Energy-Resolution Laser Photoemission Spectroscopy,"Takahiro Shimojima, Kozo Okazaki, Shik Shin"
10.7566/jpsj.84.084703,"Pressure Effects on Superconducting Properties of the BiS2-Based Superconductor Bi2(O,F)S2","Tomoyuki Okada, Hiraku Ogino, Jun-Ichi Shimoyama, Kohji Kishio, Nao Takeshita, Naoki Shirakawa, Akira Iyo, Hiroshi Eisaki"
10.7566/jpsj.84.085003,Electrical and Thermal Transport of Layered Bismuth-Sulfide EuBiS2F at Temperatures between 300 and 623 K,"Yosuke Goto, Joe Kajitani, Yoshikazu Mizuguchi, Yoichi Kamihara, Masanori Matoba"
10.7566/jpsj.84.104706,High Pressure Effect on the Superconductivity in VN,"Bosen Wang, Kazuyuki Matsubayashi, Yoshiya Uwatoko, Kenya Ohgushi"
10.7566/jpsj.84.114701,"Specific Heat of Ba0.59K0.41Fe2As2, an Fe-Pnictide Superconductor with Tc = 36.9 K, and a New Method for Identifying the Electron Contribution","Costel R Rotundu, Thomas R Forrest, Norman E Phillips, Robert J Birgeneau"
10.7566/jpsj.84.115001,Effect of Geomagnetism on 101Ru Nuclear Quadrupole Resonance Measurements of CeRu2,"Masahiro Manago, Kenji Ishida, Tatsuma D Matsuda, Yoshichika Ōnuki"
10.7566/jpsj.84.124701,"Upper Critical Field, Critical Current Density and Activation Energy of the New La1−xSmxO0.5F0.5BiS2 (x = 0.2, 0.8) Superconductors","Ganesan Kalai Selvan, Gohil Singh Thakur, Krishnan Manikandan, Yoshia Uwatoko, Zeba Haque, Laxmi Chand Gupta, Ashok Kumar Ganguli, Sonachalam Arumugam"
10.7566/jpsj.85.013702,New Superconducting Phase of Lix(C6H16N2)yFe2−zSe2 with Tc = 41 K Obtained through the Post-Annealing,"Shohei Hosono, Takashi Noji, Takehiro Hatakeda, Takayuki Kawamata, Masatsune Kato, Yoji Koike"
10.7566/jpsj.85.013704,Superconductivity in the Hexagonal Ternary Phosphide ScIrP,"Yoshihiko Okamoto, Takumi Inohara, Youichi Yamakawa, Ai Yamakage, Koshi Takenaka"
10.7566/jpsj.85.015001,Electrochemical Deposition of FeSe on RABiTS Tapes,"Satoshi Demura, Masashi Tanaka, Aichi Yamashita, Saleem J Denholme, Hiroyuki Okazaki, Masaya Fujioka, Takahide Yamaguchi, Hiroyuki Takeya, Kazumasa Iida, Bernhard Holzapfel, Hideaki Sakata, Yoshihiko Takano"
10.7566/jpsj.85.022001,Symmetry-Protected Topological Superfluids and Superconductors —From the Basics to3He—,"Takeshi Mizushima, Yasumasa Tsutsumi, Takuto Kawakami, Masatoshi Sato, Masanori Ichioka, Kazushige Machida"
10.7566/jpsj.85.024712,Effects of Pnictogen Atmosphere Annealing on Fe1+yTe0.6Se0.4,"Tatsuhiro Yamada, Yue Sun, Sunseng Pyon, Tsuyoshi Tamegai"
10.7566/jpsj.85.033704,Evidence for Chiral d-Wave Superconductivity in URu2Si2 from the Field-Angle Variation of Its Specific Heat,"Shunichiro Kittaka, Yusei Shimizu, Toshiro Sakakibara, Yoshinori Haga, Etsuji Yamamoto, Yoshichika Ōnuki, Yasumasa Tsutsumi, Takuya Nomoto, Hiroaki Ikeda, Kazushige Machida"
10.7566/jpsj.85.044707,Of Substitution and Doping: Spatial and Electronic Structure in Fe Pnictides,"Michael Merz, Peter Schweiss, Peter Nagel, Meng-Jie Huang, Robert Eder, Thomas Wolf, Hilbert Von Löhneysen, Stefan Schuppler"
10.7566/jpsj.85.053702,High-Pressure Synthesis and Superconductivity of Ag-Doped Topological Crystalline Insulator SnTe (Sn1−xAgxTe with x = 0–0.5),"Yoshikazu Mizuguchi, Osuke Miura"
10.7566/jpsj.85.053706,Multiple Antiferromagnetic Spin Fluctuations and Novel Evolution of Tc in Iron-Based Superconductors LaFe(As1−xPx)(O1−yFy) Revealed by 31P-NMR Studies,"Takayoshi Shiota, Hidekazu Mukuda, Masahiro Uekubo, Fuko Engetsu, Mitsuharu Yashima, Yoshio Kitaoka, Kwing To Lai, Hidetomo Usui, Kazuhiko Kuroki, Shigeki Miyasaka, Setsuko Tajima"
10.7566/jpsj.85.064701,d-Density Wave Scenario Description of the New Hidden Charge Order in Cuprates,Imam Makhfudz
10.7566/jpsj.85.064705,Superconductivity in a Misfit Phase That Combines the Topological Crystalline Insulator Pb1−xSnxSe with the CDW-Bearing Transition Metal Dichalcogenide TiSe2,"Huixia Luo, Kai Yan, Ivo’s Pletikosic, Weiwei Xie, Brendan F Phelan, Tonica Valla, Robert J Cava"
10.7566/jpsj.85.072001,Majorana Fermions and Topology in Superconductors,"Masatoshi Sato, Satoshi Fujimoto"
10.7566/jpsj.85.073703,Investigation of Transport Properties for FeSe1−xTex Thin Films under Magnetic Fields,"Yuichi Sawada, Fuyuki Nabeshima, Yoshinori Imai, Atsutaka Maeda"
10.7566/jpsj.85.073704,Observation of a Hidden Hole-Like Band Approaching the Fermi Level in K-Doped Iron Selenide Superconductor,"Masanori Sunagawa, Kensei Terashima, Takahiro Hamada, Hirokazu Fujiwara, Tetsushi Fukura, Aya Takeda, Masashi Tanaka, Hiroyuki Takeya, Yoshihiko Takano, Masashi Arita, Kenya Shimada, Hirofumi Namatame, Masaki Taniguchi, Katsuhiro Suzuki, Hidetomo Usui, Kazuhiko Kuroki, Takanori Wakita, Yuji Muraoka, Takayoshi Yokoya"
10.7566/jpsj.85.073707,Conventional s-Wave Superconductivity in BiS2-Based NdO0.71F0.29BiS2 Revealed by Thermal Transport Measurements,"Takuya Yamashita, Yoshifumi Tokiwa, Daiki Terazawa, Masanori Nagao, Satoshi Watauchi, Isao Tanaka, Takahito Terashima, Yuji Matsuda"
10.7566/jpsj.85.073713,Large Upper Critical Field of Superconductivity in the Single Crystal U6Co,"Dai Aoki, Ai Nakamura, Fuminori Honda, Dexin Li, Yoshiya Homma"
10.7566/jpsj.85.074707,Multi-band Eilenberger Theory of Superconductivity: Systematic Low-Energy Projection,"Yuki Nagai, Hiroki Nakamura"
10.7566/jpsj.85.083701,Novel Interplay between High-TcSuperconductivity and Antiferromagnetism in Tl-Based Six-CuO2-Layered Cuprates:205Tl- and63Cu-NMR Probes,"Hidekazu Mukuda, Nozomu Shiki, Naoki Kimoto, Mitsuharu Yashima, Yoshio Kitaoka, Kazuyasu Tokiwa, Akira Iyo"
10.7566/jpsj.85.094706,Synthesis and Superconducting Properties of a Hexagonal Phosphide ScRhP,"Takumi Inohara, Yoshihiko Okamoto, Youichi Yamakawa, Koshi Takenaka"
10.7566/jpsj.85.094713,Superconductivity and Non-Fermi-Liquid Behavior in the Heavy-Fermion Compound CeCo1−xNixIn5,"Ryo Otaka, Makoto Yokoyama, Hiroaki Mashiko, Takeshi Hasegawa, Yusei Shimizu, Yoichi Ikeda, Kenichi Tenya, Shota Nakamura, Daichi Ueta, Hideki Yoshizawa, Toshiro Sakakibara"
10.7566/jpsj.85.103701,Specific Heat and Electrical Transport Properties of Sn0.8Ag0.2Te Superconductor,"Yoshikazu Mizuguchi, Akira Yamada, Ryuji Higashinaka, Tatsuma D Matsuda, Yuji Aoki, Osuke Miura, Masanori Nagao"
10.7566/jpsj.85.103702,"New Alkali-Metal- and 2-Phenethylamine-Intercalated Superconductors Ax(C8H11N)yFe1−zSe (A = Li, Na) with the Largest Interlayer Spacings and Tc ∼ 40 K","Takehiro Hatakeda, Takashi Noji, Kazuki Sato, Takayuki Kawamata, Masatsune Kato, Yoji Koike"
10.7566/jpsj.85.104701,Superconductivity and Intercalation State in the Lithium-Hexamethylenediamine-Intercalated Superconductor Lix(C6H16N2)yFe2−zSe2: Dependence on the Intercalation Temperature and Lithium Content,"Shohei Hosono, Takashi Noji, Takehiro Hatakeda, Takayuki Kawamata, Masatsune Kato, Yoji Koike"
10.7566/jpsj.85.114712,Size Dependence of Oxygen-Annealing Effects on Superconductivity of Fe1+yTe1−xSx,"Teruo Yamazaki, Tatsuya Sakurai, Hiroshi Yaguchi"
10.7566/jpsj.85.114716,Strong Electron Correlation behind the Superconductivity in Ce-Free and Ce-Underdoped High-Tc T′-Cuprates,"Tadashi Adachi, Akira Takahashi, Kensuke M Suzuki, Malik A Baqiya, Takuya Konno, Tomohisa Takamatsu, Masatsune Kato, Isao Watanabe, Akihiro Koda, Masanori Miyazaki, Ryosuke Kadono, Yoji Koike"
10.7566/jpsj.85.124704,Effect of Pressure on Magneto-Transport Properties in the Superconducting and Normal Phases of the Metallic Double Chain Compound Pr2Ba4Cu7O15−δ,"Masayoshi Kuwabara, Michiaki Matsukawa, Keisuke Sugawara, Haruka Taniguchi, Akiyuki Matsushita, Makoto Hagiwara, Kazuhiro Sano, Yoshiaki Ōno, Takahiko Sasaki"
10.7566/jpsj.85.124705,Successive Magnetic Transitions Relating to Itinerant Spins and Localized Cu Spins in La2−xSrxCu1−yFeyO4: Possible Existence of Stripe Correlations in the Overdoped Regime,"Kensuke M Suzuki, Tadashi Adachi, Hidetaka Sato, Isao Watanabe, Yoji Koike"
10.7566/jpsj.85.124708,Bulk Superconductivity Induced by In-Plane Chemical Pressure Effect in Eu0.5La0.5FBiS2−xSex,"Gen Jinno, Rajveer Jha, Akira Yamada, Ryuji Higashinaka, Tatsuma D Matsuda, Yuji Aoki, Masanori Nagao, Osuke Miura, Yoshikazu Mizuguchi"
10.7566/jpsj.86.014707,Quasiparticle Excitations in the Superconducting State of FeSe Probed by Thermal Hall Conductivity in the Vicinity of the BCS–BEC Crossover,"Tatsuya Watashige, Stevan Arsenijević, Takuya Yamashita, Daiki Terazawa, Takafumi Onishi, Lars Opherden, Shigeru Kasahara, Yoshifumi Tokiwa, Yuichi Kasahara, Takasada Shibauchi, Hilbert Von Löhneysen, Jochen Wosnitza, Yuji Matsuda"
10.7566/jpsj.86.023703,Symmetry-Protected Line Nodes in Non-symmorphic Magnetic Space Groups: Applications to UCoGe and UPd2Al3,"Takuya Nomoto, Hiroaki Ikeda"
10.7566/jpsj.86.024702,Quasi-localized Impurity State in Doped Topological Crystalline Insulator Sn0.9In0.1Te Probed by 125Te-NMR,"Satoki Maeda, Shota Katsube, Guo-Qing Zheng"
10.7566/jpsj.86.025002,Site-Selective Antimony Doping in Arsenic Zigzag Chains of 112-Type Ca1−xLaxFeAs2,"Hiromi Ota, Kazutaka Kudo, Takumi Kimura, Yutaka Kitahama, Tasuku Mizukami, Satoshi Ioka, Minoru Nohara"
10.7566/jpsj.86.035001,Enhanced Superconductivity in Close Proximity to the Structural Phase Transition of Sr1−xBaxNi2P2,"Kazutaka Kudo, Yutaka Kitahama, Keita Iba, Masaya Takasuga, Minoru Nohara"
10.7566/jpsj.86.044710,Nodal Superconducting Gap Structure in the Quasi-One-Dimensional Cs2Cr3As3 Investigated Using μSR Measurements,"Devashibhai Adroja, Amitava Bhattacharyya, Michael Smidman, Adrian Hillier, Yu Feng, Bingying Pan, Jun Zhao, Martin R Lees, Andre Strydom, Pabitra K Biswas"
10.7566/jpsj.86.054701,Ferro-Lattice-Distortions and Charge Fluctuations in Superconducting LaO1−xFxBiS2,"Anushika Athauda, Christina Hoffmann, Saicharan Aswartham, Jasminka Terzic, Gang Cao, Xiangde Zhu, Yang Ren, Despina Louca"
10.7566/jpsj.86.054711,Bi Substitution Effects on Superconductivity of Valence-Skip Superconductor AgSnSe2,"Yudai Hijikata, Atsuhiro Nishida, Kohei Nagasaka, Osuke Miura, Akira Miura, Chikako Moriyoshi, Yoshihiro Kuroiwa, Yoshikazu Mizuguchi"
10.7566/jpsj.86.063704,Strong-Coupling Superconductivity in BaPd2As2 Induced by Soft Phonons in the ThCr2Si2-Type Polymorph,"Kazutaka Kudo, Yoshiaki Yamada, Takaaki Takeuchi, Takumi Kimura, Satoshi Ioka, Genta Matsuo, Yutaka Kitahama, Minoru Nohara"
10.7566/jpsj.86.064706,Critical Slowing Down of Quadrupole and Hexadecapole Orderings in Iron Pnictide Superconductor,"Ryosuke Kurihara, Keisuke Mitsumoto, Mitsuhiro Akatsu, Yuichi Nemoto, Terutaka Goto, Yoshiaki Kobayashi, Masatoshi Sato"
10.7566/jpsj.86.064710,High-Pressure Study of the Ground- and Superconducting-State Properties of CeAu2Si2,"Gernot W Scheerer, Gaétan Giriat, Zhi Ren, Gérard Lapertot, Didier Jaccard"
10.7566/jpsj.86.073701,Absence of the Pauli-Paramagnetic Limit in a Superconducting U6Co,"Masahiro Manago, Kenji Ishida, Dai Aoki"
10.7566/jpsj.86.073703,Plain s-Wave Superconductivity near Magnetic Criticality: Enhancement of Attractive Electron–Boson Coupling Vertex Corrections,"Rina Tazai, Youichi Yamakawa, Masahisa Tsuchiizu, Hiroshi Kontani"
10.7566/jpsj.86.074701,Intrinsic Phase Diagram of Superconductivity in the BiCh2-Based System Without In-Plane Disorder,"Kouhei Nagasaka, Atsuhiro Nishida, Rajveer Jha, Joe Kajitani, Osuke Miura, Ryuji Higashinaka, Tatsuma D Matsuda, Yuji Aoki, Akira Miura, Chikako Moriyoshi, Yoshihiro Kuroiwa, Hidetomo Usui, Kazuhiko Kuroki, Yoshikazu Mizuguchi"
10.7566/jpsj.86.083706,Impact of Disorder on the Superconducting Phase Diagram in BaFe2(As1−xPx)2,"Yuta Mizukami, Marcin Konczykowski, Kohei Matsuura, Tatsuya Watashige, Shigeru Kasahara, Yuji Matsuda, Takasada Shibauchi"
10.7566/jpsj.86.084707,Self-Doping Effect Arising from Electron Correlations in Multilayer Cuprates,"Kazutaka Nishiguchi, Shingo Teranishi, Koichi Kusakabe"
10.7566/jpsj.86.093703,Spin Resonance in the New-Structure-Type Iron-Based Superconductor CaKFe4As4,"Kazuki Iida, Motoyuki Ishikado, Yuki Nagai, Hiroyuki Yoshida, Andrew D Christianson, Naoki Murai, Kenji Kawashima, Yoshiyuki Yoshida, Hiroshi Eisaki, Akira Iyo"
10.7566/jpsj.86.104712,Bulk Superconductivity Induced by Se Substitution in BiCh2-Based Layered Compounds Eu0.5Ce0.5FBiS2−xSex,"Yosuke Goto, Ryota Sogabe, Yoshikazu Mizuguchi"
10.7566/jpsj.86.113701,Observation of Supermodulation in LaO0.5F0.5BiSe2 by Scanning Tunneling Microscopy and Spectroscopy,"Satoshi Demura, Naoki Ishida, Yuita Fujisawa, Hideaki Sakata"
10.7566/jpsj.86.113703,Appearance of a Domain Structure and Its Electronic States in Iron Doped 1T-TaS2 Observed Using Scanning Tunneling Microscopy and Spectroscopy,"Yuita Fujisawa, Tatsunari Shimabukuro, Hiroyuki Kojima, Kai Kobayashi, Shun Ohta, Tadashi Machida, Satoshi Demura, Hideaki Sakata"
10.7566/jpsj.86.113705,Pressure-Induced Superconductivity from Doping-Induced Antiferromagnetic Phase of 112-type Ca1−xLaxFeAs2,"Shunsaku Kitagawa, Taishi Sekiya, Yo Fujiyoshi, Shingo Araki, Tatsuo C Kobayashi, Naoki Nishimoto, Tasuku Mizukami, Satoshi Ioka, Kazunori Fujimura, Kazutaka Kudo, Minoru Nohara"
10.7566/jpsj.86.114706,DMFT Study on the Electron–hole Asymmetry of the Electron Correlation Strength in the High Tc Cuprates,"Ryota Mizuno, Masayuki Ochi, Kazuhiko Kuroki"
10.7566/jpsj.86.123701,SnAs-Based Layered Superconductor NaSn2As2,"Yosuke Goto, Akira Yamada, Tatsuma D Matsuda, Yuji Aoki, Yoshikazu Mizuguchi"
10.7566/jpsj.86.124718,Charge Fluctuations in the NdO1−xFxBiS2 Superconductors,"Anushika Athauda, Yoshikazu Mizuguchi, Masanori Nagao, Joerg Neuefeind, Despina Louca"
10.7566/jpsj.86.124802,"Synthesis, Crystal Structure, and Physical Properties of New Layered Oxychalcogenide La2O2Bi3AgS6","Yudai Hijikata, Tomohiro Abe, Chikako Moriyoshi, Yoshihiro Kuroiwa, Yosuke Goto, Akira Miura, Kiyoharu Tadanaga, Yongming Wang, Osuke Miura, Yoshikazu Mizuguchi"
10.7566/jpsj.87.013704,Pseudogap Behavior of the Nuclear Spin–Lattice Relaxation Rate in FeSe Probed by 77Se-NMR,"Anlu Shi, Takeshi Arai, Shunsaku Kitagawa, Takayoshi Yamanaka, Kenji Ishida, Anna E Böhmer, Christoph Meingast, Thomas Wolf, Michihiro Hirata, Takahiko Sasaki"
10.7566/jpsj.87.023704,"Evolution of Anisotropic Displacement Parameters and Superconductivity with Chemical Pressure in BiS2-Based REO0.5F0.5BiS2 (RE = La, Ce, Pr, and Nd)","Yoshikazu Mizuguchi, Kazuhisa Hoshi, Yosuke Goto, Akira Miura, Kiyoharu Tadanaga, Chikako Moriyoshi, Yoshihiro Kuroiwa"
10.7566/jpsj.87.023706,Anomalous 125Te Nuclear Spin Relaxation Coincident with Charge Kondo Behavior in Superconducting Pb1−xTlxTe,"Hidekazu Mukuda, Takashi Matsumura, Shota Maki, Mitsuharu Yashima, Yoshio Kitaoka, Kazumasa Miyake, Hironaru Murakami, Paula Giraldo-Gallo, Theodore H Geball, Ian R Fisher"
10.7566/jpsj.87.033707,"Superconductivity in Cage Compounds LaTr2Al20 with Tr = Ti, V, Nb, and Ta","Akira Yamada, Ryuji Higashinaka, Tatsuma D Matsuda, Yuji Aoki"
10.7566/jpsj.87.054704,"New Lithium- and Diamine-Intercalated Superconductors Lix(CnH2n+4N2)yMoSe2 (\(n = 2,6\))","Kazuki Sato, Takashi Noji, Takehiro Hatakeda, Takayuki Kawamata, Masatsune Kato, Yoji Koike"
10.7566/jpsj.87.063702,Superconductivity in BaPtSb with an Ordered Honeycomb Network,"Kazutaka Kudo, Yuki Saito, Takaaki Takeuchi, Shin-Ya Ayukawa, Takayuki Kawamata, Shinichiro Nakamura, Yoji Koike, Minoru Nohara"
10.7566/jpsj.87.074710,Anisotropic Grüneisen Parameter and Diverse Order Parameter Fluctuations in Iron-Based Superconductor Ba(Fe1−xCox)2As2,"Chiaki Fujii, Shalamujiang Simayi, Kouhei Sakano, Chizuru Sasaki, Mitsuteru Nakamura, Yoshiki Nakanishi, Kunihiro Kihou, Masamichi Nakajima, Chul-Ho Lee, Akira Iyo, Hiroshi Eisaki, Shin-Ichi Uchida, Masahito Yoshizawa"
10.7566/jpsj.87.083704,Superconductivity in Layered Oxychalcogenide La2O2Bi3AgS6,"Rajveer Jha, Yosuke Goto, Ryuji Higashinaka, Tatsuma D Matsuda, Yuji Aoki, Yoshikazu Mizuguchi"
10.7566/jpsj.87.093703,Searching for Gap Zeros in Sr2RuO4 via Field-Angle-Dependent Specific-Heat Measurement,"Shunichiro Kittaka, Shota Nakamura, Toshiro Sakakibara, Naoki Kikugawa, Taichi Terashima, Shinya Uji, Dmitry A Sokolov, Andrew P Mackenzie, Koki Irie, Yasumasa Tsutsumi, Katsuhiro Suzuki, Kazushige Machida"
10.7566/jpsj.87.094710,Ce Substitution and Reduction Annealing Effects on Electronic States in Pr2−xCexCuO4 Studied by Cu K-edge X-ray Absorption Spectroscopy,"Shun Asano, Kenji Ishii, Daiju Matsumura, Takuya Tsuji, Toshiaki Ina, Kensuke M Suzuki, Masaki Fujita"
10.7566/jpsj.87.114701,Material-Dependent Screening of Coulomb Interaction in Single-Layer Cuprates,"Shingo Teranishi, Kazutaka Nishiguchi, Koichi Kusakabe"
10.7566/jpsj.87.123705,Single Crystal Growth of Cuprate Superconductor (Lu0.8Nd0.2)Ba2Cu4O8 by KOH Flux Method,"Hiroshi Hara, Shintaro Adachi, Ryo Matsumoto, Aichi Yamashita, Hiroyuki Takeya, Yoshihiko Takano"
10.7566/jpsj.87.124705,Multigap Superconductivity in RbCa2Fe4As4F2 Investigated Using μSR Measurements,"Devashibhai T Adroja, Franziska K K Kirschner, Franz Lang, Michael Smidman, Adrian D Hillier, Zhi-Cheng Wang, Guang-Han Cao, Gavin B G Stenning, Stephen J Blundell"
10.7566/jpsj.87.124711,First-Principles Study on Superconductivity of P- and Cl-Doped H3S,"Akitaka Nakanishi, Takahiro Ishikawa, Katsuya Shimizu"
10.7566/jpsj.87.124712,Andreev Reflection at the Interface with an Oxide in the Quantum Hall Regime,"Yusuke Kozuka, Atsushi Sakaguchi, Joseph Falson, Atsushi Tsukazaki, Masashi Kawasaki"
10.7566/jpsj.88.022001,"Review of U-based Ferromagnetic Superconductors: Comparison between UGe2, URhGe, and UCoGe","Dai Aoki, Kenji Ishida, Jacques Flouquet"
10.7566/jpsj.88.033703,77Se-NMR Study under Pressure on 12%-S Doped FeSe,"Takanori Kuwayama, Kohei Matsuura, Yuta Mizukami, Shigeru Kasahara, Yuji Matsuda, Takasada Shibauchi, Yoshiya Uwatoko, Naoki Fujiwara"
10.7566/jpsj.88.033704,Two-Fold-Symmetric Magnetoresistance in Single Crystals of Tetragonal BiCh2-Based Superconductor LaO0.5F0.5BiSSe,"Kazuhisa Hoshi, Motoi Kimata, Yosuke Goto, Tatsuma D Matsuda, Yoshikazu Mizuguchi"
10.7566/jpsj.88.034703,Deviation from Canonical Collective Creep Behavior in Li0.8Fe0.2OHFeSe,"Yue Sun, Sunseng Pyon, Run Yang, Xianggang Qiu, Jiajia Feng, Zhixiang Shi, Tsuyoshi Tamegai"
10.7566/jpsj.88.041001,Material Development and Physical Properties of BiS2-Based Layered Compounds,Yoshikazu Mizuguchi
10.7566/jpsj.88.043702,Unconventional Superconductivity in Heavy Fermion UTe2,"Dai Aoki, Ai Nakamura, Fuminori Honda, Dexin Li, Yoshiya Homma, Yusei Shimizu, Yoshiki J Sato, Georg Knebel, Jean-Pascal Brison, Alexandre Pourret, Daniel Braithwaite, Gerard Lapertot, Qun Niu, Michal Vališka, Hisatomo Harima, Jacques Flouquet"
10.7566/jpsj.88.063705,Magnetic-Field-Induced Phenomena in the Paramagnetic Superconductor UTe2,"William Knafo, Michal Vališka, Daniel Braithwaite, Gérard Lapertot, Georg Knebel, Alexandre Pourret, Jean-Pascal Brison, Jacques Flouquet, Dai Aoki"
10.7566/jpsj.88.065002,Magnetic Field Effect on s-wave Superconductor LaRu4P12 Studied by 31P-NMR,"Katsuki Kinjo, Shunsaku Kitagawa, Yusuke Nakai, Kenji Ishida, Hitoshi Sugawara, Hideyuki Sato"
10.7566/jpsj.88.073701,125Te-NMR Study on a Single Crystal of Heavy Fermion Superconductor UTe2,"Yo Tokunaga, Hironori Sakai, Shinsaku Kambe, Taisuke Hattori, Nonoka Higa, Genki Nakamine, Shunsaku Kitagawa, Kenji Ishida, Ai Nakamura, Yusei Shimizu, Yoshiya Homma, Dexin Li, Fuminori Honda, Dai Aoki"
10.7566/jpsj.88.074704,Study of the Pressure-Induced Second Superconducting Phase of (NH3)yCs0.4FeSe with Double-Dome Superconductivity,"Yoshiya Yamamoto, Hitoshi Yamaoka, Seiichiro Onari, Masahiro Yoshida, Naohisa Hirao, Saori Kawaguchi, Yasuo Oishi, Xiao Miao, Yoshihiro Kubozono, Jung-Fu Lin, Nozomu Hiraoka, Hirofumi Ishii, Yen-Fa Liao, Ku-Ding Tsuei, Jun’ichiro Mizuki"
10.7566/jpsj.88.084701,"Electronic Structure of Sr1−yCayFe2(As1−xPx)2 (x = 0.25, y = 0.08) Revealed by Angle-Resolved Photoemission Spectroscopy","Toru Adachi, Shinichiro Ideta, Zi How Tin, Hidetomo Usui, Kiyohisa Tanaka, Shigeki Miyasaka, Setsuko Tajima"
10.7566/jpsj.88.084709,Oxidation Annealing Effects on the Spin-Glass-Like Magnetism and Appearance of Superconductivity in T*-type La1−x/2Eu1−x/2SrxCuO4 (0.14 ≤ x ≤ 0.28),"Shun Asano, Kensuke M Suzuki, Kota Kudo, Isao Watanabe, Akihiro Koda, Ryosuke Kadono, Takashi Noji, Yoji Koike, Takanori Taniguchi, Shunsaku Kitagawa, Kenji Ishida, Masaki Fujita"
10.7566/jpsj.88.093703,Plasmon Effect on the Coulomb Pseudopotential μ* in the McMillan Equation,"Kazuhiro Sano, Mithuki Seo, Kohji Nakamura"
10.7566/jpsj.88.103703,Superconductivity of Electron-Doped NdOBiS2 by Substitution of Mixed-Valence Ce Ions,"Naoki Kase, Masaya Matsumoto, Katsuo Kondo, Jun Gouchi, Yoshiya Uwatoko, Toshiro Sakakibara, Nobuaki Miyakawa"
10.7566/jpsj.88.103704,Comparative Study of First and Second Switches with Nearly Identical Switching Current in Bi2Sr2Ca0.85Y0.15Cu2Oy Intrinsic Josephson Junctions,"Ayami Yamaguchi, Haruka Ohnuma, Yuji Watabe, Shumpei Umegai, Kazutaka Hosaka, Haruhisa Kitano"
10.7566/jpsj.88.104709,µ-PES Studies on TiNCl and Quasi-two-dimensional Superconductor Na-intercalated TiNCl,"Noriyuki Kataoka, Kensei Terashima, Masashi Tanaka, Wataru Hosoda, Takumi Taniguchi, Takanori Wakita, Yuji Muraoka, Takayoshi Yokoya"
10.7566/jpsj.88.104710,Competing Electronic Phases near the Onset of Superconductivity in Hole-doped SrFe2As2,"Liran Wang, Mingquan He, Daniel D Scherer, Frédéric Hardy, Peter Schweiss, Thomas Wolf, Michael Merz, Brian M Andersen, Christoph Meingast"
10.7566/jpsj.88.113702,Unconventional Multi-gap Superconductivity and Antiferromagnetic Spin Fluctuations in New Iron-arsenide LaFe2As2 in Heavily Electron-doped Regime,"Takayoshi Kouchi, Mitsuharu Yashima, Hidekazu Mukuda, Shigeyuki Ishida, Hiroshi Eisaki, Yoshiyuki Yoshida, Kenji Kawashima, Akira Iyo"
10.7566/jpsj.88.113703,Superconducting Properties of Heavy Fermion UTe2 Revealed by 125Te-nuclear Magnetic Resonance,"Genki Nakamine, Shunsaku Kitagawa, Kenji Ishida, Yo Tokunaga, Hironori Sakai, Shinsaku Kambe, Ai Nakamura, Yusei Shimizu, Yoshiya Homma, Dexin Li, Fuminori Honda, Dai Aoki"
10.7566/jpsj.88.113704,Superconductivity at the Pressure-Induced Ferromagnetic Critical Region in UCoGe,"Masahiro Manago, Shunsaku Kitagawa, Kenji Ishida, Kazuhiko Deguchi, Noriaki K Sato, Tomoo Yamamura"
10.7566/jpsj.88.115004,Nature of Carrier Doping in T′-La1.8−xEu0.2SrxCuO4 Studied by X-Ray Photoemission and Absorption Spectroscopy,"Chun Lin, Masafumi Horio, Takayuki Kawamata, Shin Saito, Keisuke Koshiishi, Shoya Sakamoto, Yujun Zhang, Kohei Yamamoto, Keisuke Ikeda, Yasuyuki Hirata, Kou Takubo, Hiroki Wadati, Akira Yasui, Yasumasa Takagi, Eiji Ikenaga, Tadashi Adachi, Yoji Koike, Atsushi Fujimori"
10.7566/jpsj.88.124708,Superconductivity in High-Entropy-Alloy Telluride AgInSnPbBiTe5,Yoshikazu Mizuguchi
10.7566/jpsj.89.014701,Electron-Doping Effect on Tc in the Undoped (Ce-Free) Superconductor T′-La1.8Eu0.2CuO4 Studied by the Fluorine Substitution for Oxygen,"Toshiki Sunohara, Takayuki Kawamata, Kota Shiosaka, Tomohisa Takamatsu, Takashi Noji, Masatsune Kato, Yoji Koike"
10.7566/jpsj.89.033702,Theory of Spin-polarized Superconductors —An Analogue of Superfluid 3He A-phase—,Kazushige Machida
10.7566/jpsj.89.034703,Superconducting Correlations in the One-Dimensional Kondo Lattice Models under Magnetic Fields,"Kohei Suzuki, Kazumasa Hattori"
10.7566/jpsj.89.034712,Reduction of the 17O Knight Shift in the Superconducting State and the Heat-up Effect by NMR Pulses on Sr2RuO4,"Kenji Ishida, Masahiro Manago, Katsuki Kinjo, Yoshiteru Maeno"
10.7567/1347-4065/ab2866,Fabrication of a superconducting YBa2Cu4O8 film via coprecipitation,"Hiroshi Hara, Shintaro Adachi, Ryo Matsumoto, Yoshito Saito, Hiroyuki Takeya, Yoshihiko Takano"
